
---------- Begin Simulation Statistics ----------
final_tick                                   19894000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  16826                       # Simulator instruction rate (inst/s)
host_mem_usage                                 654324                       # Number of bytes of host memory used
host_op_rate                                    19741                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     0.27                       # Real time elapsed on the host
host_tick_rate                               72841474                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                        4592                       # Number of instructions simulated
sim_ops                                          5391                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000020                       # Number of seconds simulated
sim_ticks                                    19894000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                     28027                       # number of cc regfile reads
system.cpu.cc_regfile_writes                     3315                       # number of cc regfile writes
system.cpu.committedInsts                        4592                       # Number of Instructions Simulated
system.cpu.committedOps                          5391                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               8.664852                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         8.664852                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           25809                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                  379                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                     1416                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     0.200633                       # Inst execution rate
system.cpu.iew.exec_refs                         3048                       # number of memory reference insts executed
system.cpu.iew.exec_stores                       1273                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                    1082                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                  2261                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 36                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                39                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts                 1576                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts               10484                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                  1775                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts               413                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts                  7983                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                      8                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                    50                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                    369                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                    58                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             13                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect          307                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect             72                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                      6928                       # num instructions consuming a value
system.cpu.iew.wb_count                          7543                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.519197                       # average fanout of values written-back
system.cpu.iew.wb_producers                      3597                       # num instructions producing a value
system.cpu.iew.wb_rate                       0.189575                       # insts written-back per cycle
system.cpu.iew.wb_sent                           7663                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                     8198                       # number of integer regfile reads
system.cpu.int_regfile_writes                    4312                       # number of integer regfile writes
system.cpu.ipc                               0.115409                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.115409                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass                14      0.17%      0.17% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu                  5105     60.80%     60.97% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                    7      0.08%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                     0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                    0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                    0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     61.05% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     61.05% # Type of FU issued
